id, title, cycle, startTime, duration, outcome
docker_plugin_finalize,"Validate docker plugin finalize command",1,2022-05-10 20:21:41,33.77,PASSED 
docker_plugin_install,"Validate docker plugin install",1,2022-05-10 20:22:14,36.46,PASSED 
docker_plugin_install_with_version,"Validate docker plugin install",1,2022-05-10 20:22:51,33.23,PASSED 
docker_plugin_remove,"Validate docker plugin remove",1,2022-05-10 20:23:24,33.68,PASSED 
docker_plugin_remove_with_version,"Validate docker plugin remove with version",1,2022-05-10 20:23:58,34.89,PASSED 
docker_plugin_update,"Validate docker plugin install updates existing containers",1,2022-05-10 20:24:33,64.84,PASSED 
SoftwareManagement.sm_docker_install_remove_multiple,"Validate end to end behaviour for the docker plugin for multiple docker images with mixed versions",1,2022-05-10 20:25:38,156.94,PASSED 



